CarTitle,ImageURL,Price,Rating,PageDirectionLink
Nissan Rogue,https://mediaim.expedia.com/cars/69/c3b3743b-abea-4459-a8f2-7d160903c070.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$46,3.55,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Kia Sportage,https://mediaim.expedia.com/cars/19/3972dcf3-d266-432d-84f9-35f117201cd6.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$45,2.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Kia Forte,https://mediaim.expedia.com/cars/6/12fbc79c-268a-416c-a737-dd70353138dc.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$62,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Vw Jetta,https://mediaim.expedia.com/cars/6/59ad3ead-e1df-4a8d-8424-bddedb039018.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$62,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Hyundai Santa,https://mediaim.expedia.com/cars/69/0b36249d-85a5-4381-bc0a-cc0290639440.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$50,3.55,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Dodge Journey,https://mediaim.expedia.com/cars/19/39b318c3-915f-4159-ad3c-386b482a7c26.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$49,2.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Jeep Compass,https://mediaim.expedia.com/cars/19/a6fbc3e2-b910-4ab9-bd88-4e2cacf033c3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$50,2.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Hyundai Kona,https://mediaim.expedia.com/cars/69/dde88c93-b57e-4eb8-82e0-9ec87cf3c1d6.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$52,3.55,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Toyota Camry,https://mediaim.expedia.com/cars/6/05a321e1-fd67-4ebc-8c89-bbf4b7b4743b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$65,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Chevrolet Spark,https://mediaim.expedia.com/cars/43/75834ed8-0075-4218-8967-57bb19bcee97.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$68,4.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Compact or,https://mediaim.expedia.com/cars/6/3d76d968-ee2f-4645-a9f2-d7aa62f04f60.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$69,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Kia Rio,https://mediaim.expedia.com/cars/43/4a9713ac-4396-49c0-824c-e96a7d7173e9.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$68,4.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Kia Forte,https://mediaim.expedia.com/cars/15/704111bb-0389-4b8d-a4ad-583dffe9d2e0.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$69,4.55,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
Vw Jetta,https://mediaim.expedia.com/cars/15/d47218e0-6caf-4047-b769-24fad6ce5d62.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$69,4.55,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=4675417&locn=Winnipeg+%28YWG+-+Winnipeg+James+Armstrong+Richardson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCRcXmmLGv4crrhi2E6rGFGgqVScEuDBjbwIc0ffJacqQ&dailyPriceShown=38.72&totalPriceShown=66.12&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D4675417%26locn%3DWinnipeg%2B%2528YWG%2B-%2BWinnipeg%2BJames%2BArmstrong%2BRichardson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=106.1&offerQualifiers=GreatDeal&isCaliforniaUser=false
